StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q_BallotBoxStuffing,Q2,Q3,Q4,Q5,Q5_7_TEXT,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q93,Q13,Q14,Q15,Q15_6_TEXT,Q16,Q16_8_TEXT,Q18,Q17_1,Q19,Q20,Q94,Q21,Q95,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q41,Q42,Q43,Q44,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q54_8_TEXT,Q55,Q56,Q56_4_TEXT,Q57,Q57_9_TEXT,Q58
2024-05-15 22:40:38,2024-05-15 22:44:18,IP Address,43,219,False,2024-08-15 22:44:20,R_3qv64WxtgnN9vQ5,anonymous,EN,0.8999999761581421,,,,,,1900,Yes,35801,I prefer not to answer,,I prefer not to answer,Other,"$0-20,000",Did not graduate high school/no GED,No,No,No,,Yes,<1 year,Other,killing deer and any predator that eats them,Other,,Daily,100,Yes,Yes,Dead,No,,Madison,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16 07:47:24,2024-05-16 07:48:47,IP Address,28,83,False,2024-08-16 07:48:49,R_7EjjRyvZXYt5Ez8,anonymous,EN,0.8999999761581421,,,,,,1988,Yes,35080,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,No,,No,<1 year,Land/Wildlife Management,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16 10:18:03,2024-05-16 10:19:27,IP Address,28,84,False,2024-08-16 10:19:32,R_5p3GtYGjrdCAOCW,anonymous,EN,1,,,,,,1978,Yes,36401,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,No,,No,<1 year,Land/Wildlife Management,,Other,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16 11:20:36,2024-05-16 11:21:48,IP Address,23,71,False,2024-08-16 11:21:52,R_3yM2BQ3qpZVsXpT,anonymous,EN,1,,,,,,1976,Yes,35120,White,,No,Male,"$100,001+",Graduate or Professional School,Yes,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16 12:07:52,2024-05-16 12:09:55,IP Address,23,122,False,2024-08-16 12:16:06,R_3KiLxmXwEQCZvRn,anonymous,EN,1,,,,,,1963,Yes,36701,White,,No,Male,"$100,001+",Graduate or Professional School,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16 12:59:10,2024-05-16 13:03:44,IP Address,15,273,False,2024-08-16 13:03:47,R_7oQiBXmiJi5N9aF,anonymous,EN,0.8999999761581421,,,,,,1979,Yes,36703,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16 13:10:27,2024-05-16 13:11:29,IP Address,23,62,False,2024-08-16 13:11:33,R_5WNHbipKiUqxVAE,anonymous,EN,1,,,,,,1988,Yes,36695,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16 15:44:43,2024-05-16 15:45:29,IP Address,15,46,False,2024-08-16 15:45:31,R_2yTqDe50ZQIBqIp,anonymous,EN,0.8999999761581421,,,,,,1977,Yes,35068,Other,,I prefer not to answer,I prefer not to answer,"$0-20,000",Technical/Vocational School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16 15:55:49,2024-05-16 15:57:00,IP Address,23,70,False,2024-08-16 15:57:02,R_1dGFaj4678ALgg3,anonymous,EN,0.800000011920929,,,,,,1983,Yes,35951,White,,No,Male,"$100,001+",Some College/AA or AS (2-year degree),No,No,Yes,>10 years,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16 21:05:08,2024-05-16 21:07:50,IP Address,28,161,False,2024-08-16 21:07:51,R_15n4jMJxGcSMNP3,anonymous,EN,0.800000011920929,,,,,,1985,Yes,36117,White,,No,Male,"$100,001+",Technical/Vocational School,No,No,Yes,>10 years,No,<1 year,Land/Wildlife Management,,Private Industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16 22:00:35,2024-05-16 22:02:39,IP Address,23,123,False,2024-08-16 22:02:40,R_8dov9MCgtmE06bH,anonymous,EN,0.800000011920929,,,,,,1969,Yes,35773,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-17 03:15:58,2024-05-17 03:16:54,IP Address,23,55,False,2024-08-17 03:16:58,R_5Pnf4iy28KUeQ7j,anonymous,EN,0.800000011920929,,,,,,1986,Yes,35216,White,,No,Male,"$80,001-90,000",College Graduate/BA or BS (4-year degree),No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-21 09:10:33,2024-05-21 09:12:53,IP Address,43,140,False,2024-08-21 09:13:01,R_5ETfbFRDxRpxHpw,anonymous,EN,0.699999988079071,,,,,,1990,Yes,36606,White,,No,Male,"$60,001-70,000",Graduate or Professional School,Yes,No,No,,Yes,5-10 years,Research,,Academic/Research Institution,,Rarely,20,No,No,,Yes,Usually (>75%),"Baldwin,Mobile",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-21 16:09:55,2024-05-21 16:12:43,IP Address,43,167,False,2024-08-21 16:12:49,R_7IFq4LUEuQVXxe3,anonymous,EN,0.699999988079071,,,,,,1992,Yes,36572,White,,No,Male,"$50,001-60,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,5-10 years,Yes,5-10 years,Land/Wildlife Management,,Nonprofit/Conservation Organization,,Monthly,60,No,No,,Yes,Sometimes (25%-75%),"Autauga,Baldwin,Clarke,Escambia,Mobile,Monroe,Washington",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-28 10:28:16,2024-05-28 18:19:30,IP Address,23,28274,False,2024-08-28 18:19:40,R_7I5fyyuq6ZLWx06,anonymous,EN,0.800000011920929,,,,,,2005,Yes,36832,White,,No,Female,"$80,001-90,000",Some College/AA or AS (2-year degree),No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29 16:28:30,2024-05-29 16:29:38,IP Address,23,67,False,2024-08-29 16:29:39,R_30xh7a7A2TJLwip,anonymous,EN,1,,,,,,1980,Yes,36575,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29 16:55:14,2024-05-29 16:56:23,IP Address,23,69,False,2024-08-29 16:56:26,R_5LByG7nraipbfg2,anonymous,EN,1,,,,,,1972,Yes,35405,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29 17:12:11,2024-05-29 17:13:22,IP Address,23,71,False,2024-08-29 17:13:26,R_5RwZjyjrjXsbuMx,anonymous,EN,1,,,,,,1970,Yes,35903,White,,No,Male,"$100,001+",High school graduate/GED,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29 18:19:55,2024-05-29 18:22:46,IP Address,23,171,False,2024-08-29 18:22:51,R_1DLHmSSultosXhT,anonymous,EN,1,,,,,,1987,Yes,35749,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,Yes,>10 years,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29 19:27:06,2024-05-29 19:28:26,IP Address,23,79,False,2024-08-29 19:28:29,R_6eLien9x5uG4reN,anonymous,EN,0.8999999761581421,,,,,,1962,Yes,36117,White,,No,Male,"$100,001+",Graduate or Professional School,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29 19:29:10,2024-05-29 19:29:59,IP Address,23,48,False,2024-08-29 19:30:06,R_3pWWDM39juXvzuU,anonymous,EN,0.800000011920929,,,,,,1962,Yes,36117,White,,No,Male,"$100,001+",Graduate or Professional School,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30 09:25:34,2024-05-30 09:27:49,IP Address,28,134,False,2024-08-30 09:27:50,R_63XGiP1tzOv0EVz,anonymous,EN,0.699999988079071,,,,,,1978,Yes,35504,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,Yes,>10 years,Yes,>20 years,Land/Wildlife Management,,Private Industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30 09:54:57,2024-05-30 09:55:50,IP Address,20,53,False,2024-08-30 09:55:51,R_7G2QFa7rwFMXBNk,anonymous,EN,1,,,,,,2005,Yes,36832,White,,No,Male,"$100,001+",High school graduate/GED,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30 09:57:22,2024-05-30 09:58:57,IP Address,28,94,False,2024-08-30 09:58:59,R_3E5oAuuXo8vWzCh,anonymous,EN,0.8999999761581421,,,,,,2004,Yes,36375,White,,No,Male,"$100,001+",High school graduate/GED,No,No,No,,No,<1 year,Research,,Academic/Research Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30 10:03:08,2024-05-30 10:04:49,IP Address,23,100,False,2024-08-30 10:04:56,R_67QLQCEMgSYEw1B,anonymous,EN,0.8999999761581421,,,,,,2002,Yes,35006,Black or African American,,No,Female,"$40,001-50,000",Some College/AA or AS (2-year degree),No,No,Yes,<5 years,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15 11:22:33,2024-05-30 10:14:09,IP Address,28,1291896,False,2024-08-30 10:14:10,R_7O8oLzXVaKtRx8O,anonymous,EN,1,,,,,,1979,Yes,36830,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,Yes,>10 years,No,<1 year,Land/Wildlife Management,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30 10:28:08,2024-05-30 10:29:16,IP Address,23,68,False,2024-08-30 10:29:21,R_55YJsJ3SO5UtZMH,anonymous,EN,1,,,,,,1987,Yes,36532,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30 10:38:47,2024-05-30 10:39:40,IP Address,23,53,False,2024-08-30 10:39:44,R_3NQiTx4LoMjOaJX,anonymous,EN,0.699999988079071,,,,,,2005,Yes,35758,White,,No,Female,"$100,001+",High school graduate/GED,No,No,Yes,<5 years,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15 13:58:13,2024-05-30 11:21:58,IP Address,38,1286624,False,2024-08-30 11:22:01,R_1ltTGhEUHNj1w2V,anonymous,EN,1,,,,,,1966,Yes,35801,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,Yes,>10 years,No,<1 year,Education,,Private Industry,,Weekly,70,Yes,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30 11:36:36,2024-05-30 11:37:54,IP Address,23,77,False,2024-08-30 11:37:57,R_6OkeZTAEJEz444F,anonymous,EN,0.8999999761581421,,,,,,2005,Yes,36832,White,,No,Female,"$70,001-80,000",Some College/AA or AS (2-year degree),No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30 11:47:52,2024-05-30 11:48:49,IP Address,23,56,False,2024-08-30 11:48:50,R_7ql2646FKDrSYOb,anonymous,EN,0.800000011920929,,,,,,1999,Yes,36801,White,,No,Male,"$0-20,000",High school graduate/GED,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30 13:55:03,2024-05-30 13:55:58,IP Address,23,55,False,2024-08-30 13:56:00,R_60qNv3kgAuwWlEu,anonymous,EN,0.8999999761581421,,,,,,2005,Yes,36584,White,,No,Female,"$90,001-100,000",High school graduate/GED,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30 16:31:16,2024-05-30 16:37:44,IP Address,28,387,False,2024-08-30 16:37:46,R_54iUhFsvYZdapk7,anonymous,EN,1,,,,,,1947,Yes,36401,White,,No,Male,"$70,001-80,000",Some College/AA or AS (2-year degree),No,No,No,,No,<1 year,Land/Wildlife Management,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30 17:40:19,2024-05-30 17:41:21,IP Address,23,61,False,2024-08-30 17:41:22,R_1CVvhxPEK0DmRNb,anonymous,EN,1,,,,,,2005,Yes,36870,White,,No,Female,"$60,001-70,000",High school graduate/GED,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30 22:38:36,2024-05-30 22:42:05,IP Address,28,209,False,2024-08-30 22:42:08,R_3eM2wiAyepiak55,anonymous,EN,1,,,,,,1967,Yes,35035,White,,No,Male,"$100,001+",Graduate or Professional School,No,No,No,,No,<1 year,Other,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-31 13:05:20,2024-05-31 13:06:27,IP Address,23,67,False,2024-08-31 13:06:31,R_3IPDFfMp0CorBqW,anonymous,EN,0.8999999761581421,,,,,,2005,Yes,35124,White,,No,Female,"$90,001-100,000",High school graduate/GED,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-31 19:50:20,2024-05-31 19:52:20,IP Address,23,120,False,2024-08-31 19:52:22,R_6MekTtBAY88kGFb,anonymous,EN,0.800000011920929,,,,,,1960,Yes,35748,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-02 16:01:40,2024-06-02 16:02:18,IP Address,23,38,False,2024-09-02 16:02:20,R_1gNP0igQMHaG7jl,anonymous,EN,1,,,,,,2005,Yes,35758,White,,No,Female,"$100,001+",High school graduate/GED,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-02 16:00:52,2024-06-02 16:03:15,IP Address,38,143,False,2024-09-02 16:03:19,R_5dsC4UID4iZcMf4,anonymous,EN,0.8999999761581421,,,,,,2004,Yes,36801,White,,Yes,Male,"$100,001+",High school graduate/GED,No,No,No,,No,1-5 years,Research,,Academic/Research Institution,,Never,0,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-02 16:05:40,2024-06-02 16:07:29,IP Address,28,108,False,2024-09-02 16:07:33,R_51mUWsGiqih3Cnv,anonymous,EN,0.8999999761581421,,,,,,1999,Yes,35019,White,,No,Male,"$0-20,000",Some College/AA or AS (2-year degree),No,No,No,,No,<1 year,Land/Wildlife Management,,Academic/Research Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-02 16:27:07,2024-06-02 16:28:47,IP Address,23,99,False,2024-09-02 16:28:49,R_5pgppfhU8ejlJfO,anonymous,EN,0.8999999761581421,,,,,,2002,Yes,36173,White,,No,Male,"$100,001+",High school graduate/GED,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-02 16:35:01,2024-06-02 16:36:07,IP Address,23,66,False,2024-09-02 16:36:08,R_6EWLhlADQxmJtTp,anonymous,EN,0.800000011920929,,,,,,2004,Yes,36117,White,,No,I prefer not to answer,"$100,001+",High school graduate/GED,No,No,Yes,<5 years,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
