"SDATE","STIME","EDATE","ETIME","PROG","DURATION","FINISHED","RECDATE","RECTIME","ID","QSCORE","DOB","RESIDENT","ZIPCODE","RACE","ETHNICITY","GENDER","INCOME","EDUCATION","DEGREE","TWS","COURSE","COURSETIME","SELFTITLE","BIOTIME","ACTIVITY","ACTIVITYfill","othACTIVITY","AFFILIATE","AFFILIATEfill","othAFFILIATE","CONTACT","FIELD","COLLECT","HANDLE","STATE","PPE","PPETIME","COUNTIES","LICENSE","PIGS","BRUCE","CWD","FLUAL","FLU","COVID","COVIDSPILL","RABIESAL","RABIES","TURKEY","CWDAL","BATS","PPEREQ","EHD","DARWIN","POPRED","POPPLAN","SURVEY","VACCINE","PREVAL","DIVERSE","CONSEQ","CLIMATE","EDREQ","INFO","HANDSON","ACCESS","SOURCE","SOURCEfill","othSOURCE","INTEREST","FREEINFO","FREEINFOfill","othFREEINFO","TOPICS","TOPICSfill","othTOPICS","QSNCS","DURATIONmin","AGEnum","AGE","AGEint","LOCATION","AGEbin","RACEbin","GENDERbin","INCOMEbin","EDUCATIONbin","DEGREEbin","TWSbin","COURSEbin","SELFTITLEbin","LICENSEbin","COURSETIMEbin","BIOTIMEbin","PIGScorr","PIGScert","BRUCEcorr","BRUCEcert","CWDcorr","CWDcert","FLUALcorr","FLUALcert","FLUcorr","FLUcert","COVIDcorr","COVIDcert","COVIDSPILLcorr","COVIDSPILLcert","RABIESALcorr","RABIESALcert","RABIEScorr","RABIEScert","TURKEYcorr","TURKEYcert","CORRECTnum","CERTAINnum","CORRECTmed","CORRECTavg","CERTAINmed","CERTAINavg","CWDALatt","BATSatt","PPEREQatt","EHDatt","POPPLANatt","SURVEYatt","VACCINEatt","PREVALatt","DIVERSEatt","CONSEQatt","CLIMATEatt","EDREQatt","INFOatt","DARWINatt","POPREDatt","HANDSONatt","CWDALattnum","BATSattnum","PPEREQattnum","EHDattnum","POPPLANattnum","SURVEYattnum","VACCINEattnum","PREVALattnum","DIVERSEattnum","CONSEQattnum","CLIMATEattnum","EDREQattnum","INFOattnum","DARWINattnum","POPREDattnum","HANDSONattnum","ATTITUDEnum","ATTITUDEbin","FAVnum","NEUTRALnum","UNFAVnum","FAVbin","NEUTRALbin","UNFAVbin","nCOUNTIES","nCOUNTIESbin","COLLECTbin","HANDLEbin","PPEbin","FIELDbin","STATEbin","CONTACTbin","COUNTIESbin","PRACnum","PRACbin","nSOURCE","nFREEINFO","EDREQedu","INFOedu","HANDSONedu","EDREQedunum","HANDSONedunum","INFOedunum","nTOPICS","FREEINFOedu","TOPICSedu","SOURCEedu","ACCESSedu","INTERESTedu","INFOnum","INFObin"
"5/28/2024","10:43:00 AM","5/28/2024","11:08:00 AM",100,1544,TRUE,"5/28/2024","11:08:00 AM","R_302jCNSWwGXmxFe",0.899999976,1967,"Yes","35616","White","No","Male","$70,001-80,000","High school graduate/GED","No","No","No","","No","<1 year","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","Monthly",80,"Yes","No","","Yes","Always (100%)","Colbert,Franklin,Lauderdale","Yes","true","false","false","true","false","true","true","true","bites","incinerate","Disagree","Neutral","Strongly Agree","Neutral","Strongly Disagree","Disagree","Agree","Agree","Neutral","Agree","Neutral","Neutral","Neutral","Agree","Neutral","Agree","Yes","State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences","","Yes","One day in-person conference","One day in-person conference","","Rabies,Influenza,CWD","Rabies,Influenza,CWD","","I have No further questions or concerns.",25.7333333333333,57,57,"50–59","Colbert County",1,1,1,0,0,0,0,0,0,1,NA,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,8,10,1,1,0,0,"Unfavorable","Neutral","Favorable","Neutral","Favorable","Favorable","Neutral","Favorable","Neutral","Neutral","Neutral","Favorable","Neutral","Favorable","Favorable","Unfavorable",0,1,2,1,2,2,1,2,1,1,1,2,1,2,2,0,21,1,7,7,2,0,1,0,3,3,1,0,0,1,NA,1,0,3,1,3,1,"More","Neutral","Less",2,0,1,3,1,0,1,1,2,8,0
"5/23/2024","2:20:00 AM","5/23/2024","2:45:00 AM",100,1514,TRUE,"5/23/2024","2:45:00 AM","R_31CzPCk55kiGSYh",0.5,1961,"Yes","36545","White","No","Male","$90,001-100,000","Graduate or Professional School","Yes","Yes","Yes",">10 years","Yes",">20 years","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","Rarely",50,"No","No","","Yes","Always (100%)","Choctaw,Clarke,Monroe,Washington","Yes","true","false","false","true","false","true","true","true","bites","bury","Strongly Disagree","Disagree","Agree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Strongly Agree","Agree","Neutral","Disagree","Disagree","Strongly Disagree","Strongly Agree","Agree","Neutral","Yes","State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences","","Yes","One day in-person conference","One day in-person conference","","Vector borne diseases,Other","Vector borne diseases,Other","","The question regarding the fresh turkey did Not offer sufficient information to make an informed decision.",25.2333333333333,63,63,"60+","Clarke County",1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,7,10,1,1,0,0,"Unfavorable","Unfavorable","Favorable","Unfavorable","Unfavorable","Favorable","Favorable","Neutral","Unfavorable","Unfavorable","Unfavorable","Favorable","Favorable","Favorable","Favorable","Neutral",0,0,2,0,0,2,2,1,0,0,0,2,2,2,2,1,16,0,7,2,7,0,0,1,4,4,0,0,0,1,NA,0,1,2,0,3,1,"More","More","Neutral",2,1,0,2,1,0,1,1,2,8,0
"5/21/2024","9:52:00 AM","5/21/2024","10:04:00 AM",100,677,TRUE,"5/21/2024","10:04:00 AM","R_3lAXApxAqxDaYBA",0.899999976,1999,"Yes","36832","White","No","Female","$0-20,000","College Graduate/BA or BS (4-year degree)","Yes","Yes","No","","Yes","<1 year","Research","Research","","Academic/Research Institution","Academic/Research Institution","","Rarely",40,"No","No","","Yes","Always (100%)","Jackson,Lawrence,Lee,Limestone,Morgan","Yes","true","i don't know","false","true","false","true","false","true","bites","incinerate","Neutral","Agree","Agree","Disagree","Strongly Disagree","Neutral","Disagree","Strongly Agree","Neutral","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","No","State Wildlife Agency,Academic Publications,Social Media,News Sources","State Wildlife Agency,Academic Publications,Social Media,News Sources","","Yes","One day virtual conference, Other","One day virtual conference, asynchroNous","A virtual and self paced program with checkpoints and resources such as videos and printouts or PDFs","Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,One Health,Other","Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,One Health, All","Avian botulism and any diseases that can be spread through water","",11.2833333333333,25,25,"20–29","Lee County",0,1,0,0,1,1,1,0,1,1,NA,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,8,10,1,1,0,0,"Neutral","Favorable","Favorable","Unfavorable","Unfavorable","Favorable","Neutral","Favorable","Favorable","Favorable","Favorable","Favorable","Favorable","Favorable","Neutral","Unfavorable",1,2,2,0,0,2,1,2,2,2,2,2,2,2,1,0,23,1,10,3,3,1,0,0,5,5,0,0,0,0,NA,0,1,1,0,4,2,"More","More","Less",2,0,0,7,1,1,1,0,2,7,0
"5/20/2024","9:01:00 AM","5/20/2024","9:20:00 AM",100,1168,TRUE,"5/20/2024","9:20:00 AM","R_3yI1cPqaZ0UMtfH",1,1978,"Yes","36732","White","No","Male","$100,001+","Graduate or Professional School","Yes","Yes","Yes",">10 years","Yes","10-20 years","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","Rarely",50,"No","No","","Yes","Always (100%)","Dallas,Greene,Marengo,Wilcox","Yes","true","false","false","true","false","true","true","true","bites","bury","Agree","Agree","Agree","Disagree","Disagree","Disagree","Strongly Disagree","Strongly Agree","Neutral","Agree","Agree","Disagree","Agree","Strongly Agree","Agree","Agree","Yes","News Sources","News Sources","","Yes","One day virtual conference","One day virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","",19.4666666666667,46,46,"40–49","Marengo County",1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,7,10,1,1,0,0,"Favorable","Favorable","Favorable","Unfavorable","Unfavorable","Favorable","Neutral","Favorable","Favorable","Unfavorable","Favorable","Favorable","Favorable","Favorable","Favorable","Unfavorable",2,2,2,0,0,2,1,2,2,0,2,2,2,2,2,0,23,1,11,1,4,1,0,0,4,4,0,0,0,1,NA,0,1,2,0,1,1,"More","More","Less",2,0,0,8,1,1,0,1,2,7,0
"5/29/2024","6:23:00 AM","5/29/2024","6:45:00 AM",100,1298,TRUE,"5/29/2024","6:45:00 AM","R_53DEjlgAgVasJtD",1,1991,"Yes","36576","White","No","Male","$70,001-80,000","College Graduate/BA or BS (4-year degree)","Yes","No","No","","Yes","5-10 years","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","Weekly",60,"Yes","No","","Yes","Always (100%)","Baldwin,Mobile","Yes","true","false","false","true","false","true","i don't know","i don't know","bites","ignore","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Disagree","Strongly Disagree","Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Agree","Neutral","Disagree","Agree","Agree","Agree","Yes","State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences","","Yes","One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference","","Vector borne diseases,CWD,SarsCoV2,One Health","Vector borne diseases,CWD,SarsCoV2,One Health","","",21.6333333333333,33,33,"30–39","Baldwin County",0,1,1,0,1,1,0,0,1,1,NA,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,7,10,1,1,0,0,"Unfavorable","Favorable","Favorable","Unfavorable","Favorable","Favorable","Unfavorable","Favorable","Favorable","Neutral","Unfavorable","Favorable","Favorable","Favorable","Favorable","Unfavorable",0,2,2,0,2,2,0,2,2,1,0,2,2,2,2,0,21,1,10,1,5,1,0,1,2,2,1,0,0,1,NA,1,0,3,1,3,2,"More","More","Less",2,0,0,4,1,1,1,1,2,8,0
"6/4/2024","9:00:00 AM","6/4/2024","9:11:00 AM",100,704,TRUE,"6/4/2024","9:11:00 AM","R_5Ci9S96Mb1l4thv",0.899999976,1983,"Yes","36830","White","No","Male","$100,001+","Graduate or Professional School","Yes","No","No","","Yes","5-10 years","Research","Research","","Federal Government","Federal Government","","Rarely",10,"No","No","","Yes","Always (100%)","Lauderdale","No","true","i don't know","false","true","false","true","i don't know","i don't know","bites","i don't know","Neutral","Agree","Disagree","Neutral","Disagree","Disagree","Neutral","Strongly Agree","Agree","Disagree","Agree","Disagree","Strongly Agree","Disagree","Strongly Agree","Agree","Yes","I have Not looked for health information","I have Not looked for health information","","Unsure","One day in-person conference","One day in-person conference","","Rabies,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Vector borne diseases,CWD,SarsCoV2,One Health","","",11.7333333333333,41,41,"40–49","Lee County",1,1,1,0,1,1,0,0,1,0,NA,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,6,10,0,0,0,0,"Neutral","Favorable","Unfavorable","Neutral","Neutral","Favorable","Favorable","Unfavorable","Favorable","Unfavorable","Favorable","Unfavorable","Favorable","Favorable","Favorable","Unfavorable",1,2,0,1,1,2,2,0,2,0,2,0,2,2,2,0,19,0,8,3,5,0,0,1,1,1,0,0,0,0,NA,0,0,0,0,1,1,"Less","More","Less",0,0,0,5,1,1,0,1,1,4,0
"5/21/2024","11:54:00 AM","5/21/2024","12:02:00 PM",100,463,TRUE,"5/21/2024","12:02:00 PM","R_5H8z55hdlP40wut",0.600000024,1975,"Yes","35136","White","No","Female","$100,001+","College Graduate/BA or BS (4-year degree)","Yes","No","Yes",">10 years","Yes","10-20 years","Education","Education","","State/Provincial Government","State/Provincial Government","","Monthly",20,"No","No","","Yes","Always (100%)","Coosa,Dallas,Elmore,Montgomery,Tallapoosa","Yes","true","true","false","true","false","true","true","true","bites","field dress and consumption","Disagree","Strongly Agree","Agree","Strongly Disagree","Disagree","Strongly Disagree","Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Disagree","Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Disagree","Yes","State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences","","Yes","One day virtual conference","One day virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health,Other","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health,Other","RHD and also parasites","",7.71666666666667,49,49,"40–49","Coosa County",1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,6,10,0,0,0,0,"Unfavorable","Favorable","Favorable","Unfavorable","Favorable","Favorable","Unfavorable","Favorable","Unfavorable","Favorable","Unfavorable","Favorable","Favorable","Favorable","Favorable","Favorable",0,2,2,0,2,2,0,2,0,2,0,2,2,2,2,2,22,1,11,0,5,1,0,1,5,5,0,0,0,0,NA,1,1,2,0,3,1,"More","More","More",2,2,0,9,1,1,1,1,2,10,1
"5/20/2024","4:22:00 AM","5/20/2024","4:36:00 AM",100,829,TRUE,"5/20/2024","4:36:00 AM","R_5R4EQsrUOLEYf05",1,1996,"Yes","35473","White","No","Male","$30,001-40,000","College Graduate/BA or BS (4-year degree)","Yes","No","Yes","5-10 years","Yes","1-5 years","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","Weekly",50,"Yes","No","","Yes","Always (100%)","Autauga,Bibb,Chilton,Colbert,Dallas,Greene,Hale,Jefferson,Lauderdale,Lowndes,Perry,Pickens,Shelby,Sumter,Tuscaloosa,Walker","Yes","true","false","false","true","false","true","i don't know","true","bites","bury","Disagree","Agree","Strongly Agree","Neutral","Disagree","Neutral","Agree","Strongly Agree","Agree","Agree","Agree","Neutral","Disagree","Agree","Agree","Strongly Agree","Yes","State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences","","Yes","One day in-person conference","One day in-person conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","",13.8166666666667,28,28,"20–29","Tuscaloosa County",0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,7,10,1,1,0,0,"Unfavorable","Favorable","Favorable","Neutral","Favorable","Favorable","Favorable","Favorable","Favorable","Neutral","Unfavorable","Favorable","Favorable","Favorable","Neutral","Unfavorable",0,2,2,1,2,2,2,2,2,1,0,2,2,2,1,0,23,1,10,3,3,1,0,0,16,16,1,0,0,1,NA,1,1,4,1,3,1,"More","More","Less",2,0,0,8,1,1,1,1,2,8,0
"5/28/2024","6:56:00 AM","5/28/2024","7:37:00 AM",100,2432,TRUE,"5/28/2024","7:37:00 AM","R_5R8dAcdx8Ls1pHO",0.899999976,1962,"Yes","36567","White","No","Male","$40,001-50,000","High school graduate/GED","No","No","No","","No","<1 year","Research","Research","","Nonprofit/Conservation Organization","Nonprofit/Conservation Organization","","Daily",100,"Yes","No","","Yes","Always (100%)","Baldwin,Butler,Choctaw,Escambia,Mobile,Monroe,Washington","Yes","true","false","false","i don't know","false","i don't know","false","true","bites","bury","Neutral","Neutral","Agree","Agree","Disagree","Disagree","Neutral","Agree","Neutral","Agree","Neutral","Neutral","Disagree","Agree","Agree","Agree","Yes","State Wildlife Agency","State Wildlife Agency","","Yes","Year-long once a month virtual conference,Other","Year-long once a month virtual conference,Other","","CWD","CWD","","",40.5333333333333,62,62,"60+","Baldwin County",1,1,1,0,0,0,0,0,0,1,NA,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,6,10,0,0,0,0,"Neutral","Neutral","Favorable","Favorable","Neutral","Favorable","Neutral","Favorable","Neutral","Neutral","Unfavorable","Favorable","Favorable","Favorable","Favorable","Unfavorable",1,1,2,2,1,2,1,2,1,1,0,2,2,2,2,0,22,1,8,6,2,0,1,0,7,7,1,0,0,1,NA,1,1,4,1,1,2,"More","More","Less",2,0,0,1,1,0,0,1,2,6,0
"5/21/2024","8:16:00 AM","5/21/2024","9:17:00 AM",100,3656,TRUE,"5/21/2024","9:17:00 AM","R_6EGbV8cpek98PhX",0.899999976,1991,"Yes","36695","White","No","Male","$50,001-60,000","Graduate or Professional School","Yes","No","Yes","5-10 years","Yes","5-10 years","Education","Education","","Nonprofit/Conservation Organization","Nonprofit/Conservation Organization","","Rarely",20,"No","No","","Yes","Always (100%)","Baldwin,Mobile","Yes","true","true","false","false","false","true","false","i don't know","bites","field dress and consumption","Disagree","Neutral","Agree","Strongly Disagree","Disagree","Neutral","Disagree","Strongly Agree","Agree","Agree","Agree","Disagree","Neutral","Strongly Agree","Neutral","Agree","Yes","State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences","","Yes","One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference","","Vector borne diseases,CWD,SarsCoV2","Vector borne diseases,CWD,SarsCoV2","","",60.9333333333333,33,33,"30–39","Mobile County",0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,6,10,0,0,0,0,"Unfavorable","Neutral","Favorable","Unfavorable","Unfavorable","Favorable","Favorable","Favorable","Favorable","Unfavorable","Neutral","Favorable","Neutral","Favorable","Neutral","Unfavorable",0,1,2,0,0,2,2,2,2,0,1,2,1,2,1,0,18,0,7,4,5,0,1,1,2,2,0,0,0,0,NA,0,0,0,0,3,2,"More","Neutral","Less",2,0,1,3,1,0,1,1,2,8,0
"5/30/2024","12:42:00 PM","5/30/2024","12:56:00 PM",100,842,TRUE,"5/30/2024","12:56:00 PM","R_6h7cRKiDdzrTZSx",1,2003,"Yes","36830","White","No","Male","$0-20,000","High school graduate/GED","No","No","Yes","<5 years","Yes","<1 year","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","Weekly",70,"No","No","","Yes","Always (100%)","Lee,Macon","Yes","true","false","false","true","false","true","i don't know","true","bites","i don't know","Neutral","Strongly Agree","Disagree","Neutral","Strongly Disagree","Neutral","Neutral","Agree","Strongly Agree","Neutral","Agree","Neutral","Agree","Strongly Agree","Agree","Agree","Yes","State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences","","Yes","One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference","","Rabies,Influenza,Vector borne diseases,CWD","Rabies,Influenza,Vector borne diseases,CWD","","",14.0333333333333,21,21,"20–29","Lee County",0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,7,10,1,1,0,0,"Neutral","Favorable","Unfavorable","Neutral","Neutral","Favorable","Favorable","Neutral","Favorable","Neutral","Favorable","Favorable","Favorable","Favorable","Neutral","Unfavorable",1,2,0,1,1,2,2,1,2,1,2,2,2,2,1,0,22,1,8,6,2,0,1,0,2,2,0,0,0,1,NA,1,0,2,0,3,2,"More","More","Less",2,0,0,4,1,1,1,1,2,8,0
"5/21/2024","10:47:00 AM","5/21/2024","11:00:00 AM",100,758,TRUE,"5/21/2024","11:00:00 AM","R_6NPou7JBRT4b0Td",0.899999976,1992,"Yes","36874","White","No","Female","$60,001-70,000","College Graduate/BA or BS (4-year degree)","Yes","No","No","","Yes","5-10 years","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","Monthly",60,"Yes","No","","Yes","Always (100%)","Barbour,Elmore,Lee,Russell","Yes","true","false","false","true","false","true","true","true","bites","bury","Disagree","Agree","Agree","Disagree","Neutral","Agree","Neutral","Strongly Agree","Neutral","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Yes","Friends/Family,State Wildlife Agency,Academic Publications","Friends/Family,State Wildlife Agency,Academic Publications","","Yes","One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference","","Rabies,Influenza,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Vector borne diseases,CWD,SarsCoV2,One Health","","",12.6333333333333,32,32,"30–39","Lee County",0,1,0,0,1,1,0,0,1,1,NA,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,7,10,1,1,0,0,"Unfavorable","Favorable","Favorable","Unfavorable","Neutral","Favorable","Neutral","Favorable","Favorable","Unfavorable","Favorable","Favorable","Unfavorable","Neutral","Unfavorable","Unfavorable",0,2,2,0,1,2,1,2,2,0,2,2,0,1,0,0,17,0,7,3,6,0,0,1,4,4,1,0,0,1,NA,1,1,4,1,3,2,"More","Less","Less",2,0,2,6,1,1,1,1,2,10,1
"5/28/2024","6:56:00 AM","5/28/2024","7:26:00 AM",100,1836,TRUE,"5/28/2024","7:26:00 AM","R_6rN0uUoOCYoWkhp",0.800000012,1958,"Yes","36567","White","No","Male","$30,001-40,000","High school graduate/GED","No","No","No","","No","10-20 years","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","Monthly",90,"No","No","","Yes","Always (100%)","Baldwin,Escambia,Mobile,Monroe,Washington","Yes","true","false","false","true","i don't know","false","false","true","bites","incinerate","Disagree","Neutral","Agree","Disagree","Disagree","Neutral","Disagree","Agree","Neutral","Neutral","Neutral","Disagree","Disagree","Agree","Agree","Neutral","Yes","State Wildlife Agency,News Sources","State Wildlife Agency,News Sources","","Yes","One day in-person conference","One day in-person conference","","Other","Other","","being observant is a key factor ",30.6,66,66,"60+","Baldwin County",1,1,1,0,0,0,0,0,0,1,NA,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,7,10,1,1,0,0,"Unfavorable","Neutral","Favorable","Unfavorable","Unfavorable","Favorable","Neutral","Neutral","Neutral","Unfavorable","Unfavorable","Favorable","Favorable","Favorable","Neutral","Neutral",0,1,2,0,0,2,1,1,1,0,0,2,2,2,1,1,16,0,5,6,5,0,1,1,5,5,0,0,0,1,NA,1,1,3,1,2,1,"More","More","Neutral",2,1,0,1,1,0,0,1,2,7,0
"5/17/2024","8:35:00 AM","5/17/2024","8:53:00 AM",100,1124,TRUE,"5/17/2024","8:53:00 AM","R_75qNfeFvrm9B1PX",0.899999976,1991,"Yes","36526","White","No","Female","$100,001+","Graduate or Professional School","Yes","No","Yes",">10 years","Yes","5-10 years","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","Weekly",30,"No","No","","Yes","Always (100%)","Baldwin,Bibb,Choctaw,Cullman,Franklin,Lawrence,Mobile,Washington","No","true","false","false","true","false","true","true","true","bites","incinerate","Agree","Agree","Agree","Disagree","Disagree","Neutral","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Yes","State Wildlife Agency","State Wildlife Agency","","Yes","One day virtual conference","One day virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","",18.7333333333333,33,33,"30–39","Baldwin County",0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,8,10,1,1,0,0,"Favorable","Favorable","Favorable","Unfavorable","Neutral","Favorable","Favorable","Favorable","Favorable","Favorable","Favorable","Favorable","Favorable","Favorable","Neutral","Favorable",2,2,2,0,1,2,2,2,2,2,2,2,2,2,1,2,28,1,13,2,1,1,0,0,8,8,0,0,0,0,NA,1,1,2,0,1,1,"More","More","More",2,2,0,8,1,1,0,1,2,9,1
"5/21/2024","12:25:00 PM","5/21/2024","12:39:00 PM",100,861,TRUE,"5/21/2024","12:39:00 PM","R_7eLAAMjlKpkcAX9",0.699999988,1976,"Yes","35572","White","No","Female","$90,001-100,000","College Graduate/BA or BS (4-year degree)","Yes","Yes","Yes",">10 years","Yes",">20 years","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","Monthly",40,"No","No","","Yes","Always (100%)","Lawrence,Winston","No","true","false","false","true","false","true","true","true","bites","bury","Disagree","Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Disagree","Agree","Strongly Agree","Neutral","Disagree","No","Other","Other","Federal and SCWDS","Yes","One day in-person conference,One day virtual conference, Other","One day in-person conference,One day virtual conference, quarterly virtual","Quarterly virtual","Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2,Other","Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2,Other","Emerging and Herp Diseases","",14.35,48,48,"40–49","Winston County",1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,7,10,1,1,0,0,"Unfavorable","Unfavorable","Favorable","Unfavorable","Unfavorable","Favorable","Favorable","Favorable","Favorable","Unfavorable","Favorable","Favorable","Neutral","Favorable","Favorable","Favorable",0,0,2,0,0,2,2,2,2,0,2,2,1,2,2,2,21,1,10,1,5,1,0,1,2,2,0,0,0,0,NA,1,0,1,0,1,3,"More","Neutral","More",2,2,1,7,1,1,0,0,2,9,1
"5/21/2024","7:02:00 AM","5/21/2024","7:13:00 AM",100,707,TRUE,"5/21/2024","7:14:00 AM","R_7eRrAopdWys4g9n",0.899999976,1991,"Yes","35616","White","Yes","Female","$60,001-70,000","Graduate or Professional School","Yes","No","Yes",">10 years","Yes","5-10 years","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","Monthly",30,"Yes","No","","Yes","Always (100%)","Colbert,Lauderdale","Yes","true","false","false","true","false","true","true","true","bites","incinerate","Strongly Disagree","Strongly Agree","Agree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Strongly Agree","Agree","Disagree","Neutral","Neutral","Neutral","Strongly Agree","Disagree","Disagree","Yes","State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences","","Yes","One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference","","Rabies,Influenza,CWD","Rabies,Influenza,CWD","","",11.7833333333333,33,33,"30–39","Colbert County",0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,8,10,1,1,0,0,"Unfavorable","Favorable","Favorable","Unfavorable","Unfavorable","Favorable","Favorable","Unfavorable","Neutral","Neutral","Neutral","Favorable","Unfavorable","Favorable","Favorable","Favorable",0,2,2,0,0,2,2,0,1,1,1,2,0,2,2,2,19,0,8,3,5,0,0,1,2,2,1,0,0,0,NA,1,0,2,0,3,2,"More","Less","More",2,2,2,3,1,0,1,1,2,11,1
