COMPLETE,ID,QSCORE,DOB,AGE,RESIDENT,ZIPCODE,RACE,ETHNICITY,GENDER,INCOME,EDUCATION,DEGREE,TWS,COURSE,COURSETIME,SELFTITLE,BIOTIME,ACTIVITY,AFFILIATE,CONTACT,FIELD,COLLECT,HANDLE,STATE,PPE,PPETIME,COUNTIES,LICENSE,PIGS,BRUCE,CWD,FLUAL,FLU,COVID,COVIDSPILL,RABIESAL,RABIES,TURKEY,CWDAL,BATS,PPEREQ,EHD,DARWIN,POPRED,POPPLAN,SURVEY,VACCINE,PREVAL,DIVERSE,CONSEQ,CLIMATE,EDREQ,INFO,HANDSON,ACCESS,SOURCE,INTEREST,FREEINFO,TOPICS,QSNCS
90,FS_8n1of4HKLRYBne9,0.899999976,1964,,Yes,36460,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,Yes,Yes,>10 years,Yes,>20 years,Land/Wildlife Management,Private Industry,Daily,60,No,No,,,,Monroe,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,I don't know,I don't know,TRUE,Bites,Field dress and consumption,Neutral,Agree,Neutral,Disagree,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Neutral,,,,,,
2,FS_1nPBFHlkVwA0xQM,0.899999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FS_52flqAt24I80rwZ,1,1958,,Yes,36879,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FS_6D8yIZwRj4K9sUF,,1974,,Yes,36567,White,No,Female,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,Yes,<5 years,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_21nOXvUSyzxzOeZ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,FS_2LjsJoEAKt4LTgt,1,1962,,Yes,35763,White,No,Male,"$60,001-70,000",High school graduate/GED,No,No,No,,Yes,>20 years,Land/Wildlife Management,Private Industry,Daily,10,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_3Y4jxirlC0nbgTy,0.800000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_1y8y51RMUJxQMGo,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_2fpg1uncWZ1Wsc9,0.899999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_6QJRFjx4gW9J1zr,0.899999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,FS_3qv64WxtgnN9vQ5,0.899999976,1900,,Yes,35801,I prefer not to answer,I prefer not to answer,Other,"$0-20,000",Did not graduate high school/no GED,No,No,No,,Yes,<1 year,Land/Wildlife Management,Other,Daily,100,Yes,Yes,Dead,No,,Madison,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,FS_7EjjRyvZXYt5Ez8,0.899999976,1988,,Yes,35080,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,No,,No,<1 year,Land/Wildlife Management,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_1rUtKDEkkUWK2xa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_2CBwC28reFsIkdL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,FS_5p3GtYGjrdCAOCW,1,1978,,Yes,36401,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,No,,No,<1 year,Land/Wildlife Management,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,FS_2TMYM108R9CoAgN,0.899999976,1962,,Yes,36421,White,No,Male,"$100,001+",Graduate or Professional School,Yes,No,Yes,5-10 years,Yes,1-5 years,Research,Private Industry,Weekly,20,No,No,,Yes,Always (100%),Covington,Yes,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Bites,Incinerate,,,,,,,,,,,,,,,,,,,,,,
23,FS_3yM2BQ3qpZVsXpT,1,1976,,Yes,35120,White,No,Male,"$100,001+",Graduate or Professional School,Yes,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FS_3KiLxmXwEQCZvRn,1,1963,,Yes,36701,White,No,Male,"$100,001+",Graduate or Professional School,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,FS_7oQiBXmiJi5N9aF,0.899999976,1979,,Yes,36703,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FS_5WNHbipKiUqxVAE,1,1988,,Yes,36695,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,FS_2yTqDe50ZQIBqIp,0.899999976,1977,,Yes,35068,Other,I prefer not to answer,I prefer not to answer,"$0-20,000",Technical/Vocational School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FS_1dGFaj4678ALgg3,0.800000012,1983,,Yes,35951,White,No,Male,"$100,001+",Some College/AA or AS (2-year degree),No,No,Yes,>10 years,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,FS_3AFnYo06quieDky,0.899999976,1990,,Yes,35744,White,No,Male,"$90,001-100,000",Some College/AA or AS (2-year degree),No,No,No,,No,<1 year,Research,Private Industry,Daily,50,No,No,,,,Jackson,Yes,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Bites,Incinerate,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Neutral,Yes,"State and Federal Agencies,Academic Publications",Yes,"One day, virtual conference",CWD,
2,FS_7z72Fmt5ZuaeODo,0.899999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,FS_5fZ8D7TVsLicAaK,0.699999988,1972,,Yes,36376,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,No,,Yes,>20 years,Land/Wildlife Management,Private Industry,Daily,100,No,No,,,,"Dale,Henry,Houston",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,I don't know,I don't know,TRUE,Bites,Bury,,,,,,,,,,,,,,,,,,,,,,
28,FS_15n4jMJxGcSMNP3,0.800000012,1985,,Yes,36117,White,No,Male,"$100,001+",Technical/Vocational School,No,No,Yes,>10 years,No,<1 year,Land/Wildlife Management,Private Industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,FS_5kFvwYcgSxHuNHP,0.899999976,1990,,Yes,35950,White,No,Male,"$100,001+",Graduate or Professional School,No,No,No,,No,<1 year,Land/Wildlife Management,Federal Government,Daily,70,No,No,,Yes,Usually (>75%),Jackson,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Bites,Field dress and consumption,Disagree,Agree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,
23,FS_8dov9MCgtmE06bH,0.800000012,1969,,Yes,35773,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FS_5Pnf4iy28KUeQ7j,0.800000012,1986,,Yes,35216,White,No,Male,"$80,001-90,000",College Graduate/BA or BS (4-year degree),No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,FS_7S9cVAL8ogGop5N,0.699999988,1970,,Yes,36024,White,No,Male,"$100,001+",Graduate or Professional School,Yes,Yes,Yes,>10 years,Yes,<1 year,Land/Wildlife Management,Nonprofit/Conservation Organization,Rarely,10,No,No,,Yes,Always (100%),Elmore,Yes,TRUE,I don't know,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,I don't know,Incinerate,Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,,,,,,
2,FS_2C34loI3WoLnRHb,0.800000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_37AGwyWruVrdlsZ,0.899999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_6GxeOkL4OkeZKbU,0.899999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FS_3LRy9E2Li6YJF4J,0.400000006,1978,,Yes,35565,White,No,Male,"$60,001-70,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,>10 years,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,FS_5ETfbFRDxRpxHpw,0.699999988,1990,,Yes,36606,White,No,Male,"$60,001-70,000",Graduate or Professional School,Yes,No,No,,Yes,5-10 years,Research,Academic/Research Institution,Rarely,20,No,No,,Yes,Usually (>75%),"Baldwin,Mobile",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_1EfKFI8HpisCzdH,0.899999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_17idN43AiSC3qcF,0.899999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_1uy62GrsAotu9XH,0.899999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,FS_6ZCeY9nA0XVZTC0,0.699999988,2000,,Yes,35401,White,No,Male,"$60,001-70,000",Graduate or Professional School,Yes,No,No,,Yes,1-5 years,Land/Wildlife Management,Private Industry,Rarely,20,Yes,No,,Yes,Rarely (<25%),"Greene,Hale,Henry",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Bites,Field dress and consumption,Strongly Disagree,Disagree,Strongly Agree,Neutral,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,,,,,,,,,,,,,
43,FS_7IFq4LUEuQVXxe3,0.699999988,1992,,Yes,36572,White,No,Male,"$50,001-60,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,5-10 years,Yes,5-10 years,Land/Wildlife Management,Nonprofit/Conservation Organization,Monthly,60,No,No,,Yes,Sometimes (25%-75%),"Autauga,Baldwin,Clarke,Escambia,Mobile,Monroe,Washington",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_7NrnAN0Oxy3JbZq,0.800000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_7HAA3ekHTylVwBw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_55SZpitaoUlZbHF,0.899999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_1fVpA6sonljrDQE,0.899999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,FS_6JPDQfIiid1j96T,0.899999976,1977,,Yes,36081,White,No,Female,"$100,001+",Graduate or Professional School,Yes,No,No,,Yes,>20 years,Administration,State/Provincial Government,Weekly,50,Yes,Yes,Alive - Sedated,,,"Autauga,Baldwin,Barbour,Bibb,Bullock,Coffee,Colbert,Conecuh,Coosa,Covington,Crenshaw,Cullman,Dale,DeKalb,Elmore,Escambia,Fayette,Franklin,Geneva,Houston,Lamar,Lauderdale,Lawrence,Limestone,Lowndes,Macon,Madison,Marengo,Marion,Marshall,Mobile,Montgomery,Morgan,Perry,Talladega,Walker,Wilcox,Winston",Yes,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Bites,I don't know,,,,,,,,,,,,,,,,,,,,,,
23,FS_7I5fyyuq6ZLWx06,0.800000012,2005,,Yes,36832,White,No,Female,"$80,001-90,000",Some College/AA or AS (2-year degree),No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_7xMmgHRR1JpwvTk,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,FS_10wA8r2TPH33DH8,0.699999988,1974,,Yes,36017,I prefer not to answer,No,Male,"$100,001+",Graduate or Professional School,Yes,No,No,,Yes,>20 years,Land/Wildlife Management,Private Industry,Rarely,30,No,No,,,,,Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,I don't know,TRUE,Bites,Bury,,,,,,,,,,,,,,,,,,,,,,
23,FS_30xh7a7A2TJLwip,1,1980,,Yes,36575,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_5CppQZUGhByyTth,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FS_5LByG7nraipbfg2,1,1972,,Yes,35405,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FS_5RwZjyjrjXsbuMx,1,1970,,Yes,35903,White,No,Male,"$100,001+",High school graduate/GED,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_58xOTD5XHADeuSR,0.899999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FS_1DLHmSSultosXhT,1,1987,,Yes,35749,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,Yes,>10 years,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FS_6eLien9x5uG4reN,0.899999976,1962,,Yes,36117,White,No,Male,"$100,001+",Graduate or Professional School,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_717H8h2iJ8tHWcr,0.400000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FS_3pWWDM39juXvzuU,0.800000012,1962,,Yes,36117,White,No,Male,"$100,001+",Graduate or Professional School,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_7F95IiApBuQhUxB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_5Y9X8O1iOVAo7KU,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_6CeWcAwaPinOGRn,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_3zRXc0ewtL3VPHF,0.899999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_1V4NksQF20IzM2W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_5IZzSyfn9ytq3Tn,0.899999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,FS_1WNXcn8URflv8i3,0.899999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,FS_63XGiP1tzOv0EVz,0.699999988,1978,,Yes,35504,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,Yes,>10 years,Yes,>20 years,Land/Wildlife Management,Private Industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,FS_7G2QFa7rwFMXBNk,1,2005,,Yes,36832,White,No,Male,"$100,001+",High school graduate/GED,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,FS_3E5oAuuXo8vWzCh,0.899999976,2004,,Yes,36375,White,No,Male,"$100,001+",High school graduate/GED,No,No,No,,No,<1 year,Research,Academic/Research Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FS_67QLQCEMgSYEw1B,0.899999976,2002,,Yes,35006,Black or African American,No,Female,"$40,001-50,000",Some College/AA or AS (2-year degree),No,No,Yes,<5 years,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FS_55YJsJ3SO5UtZMH,1,1987,,Yes,36532,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FS_3NQiTx4LoMjOaJX,0.699999988,2005,,Yes,35758,White,No,Female,"$100,001+",High school graduate/GED,No,No,Yes,<5 years,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_1roESvwqHwhIJyW,0.699999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_6Hu9Wllw50kR1LH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FS_6OkeZTAEJEz444F,0.899999976,2005,,Yes,36832,White,No,Female,"$70,001-80,000",Some College/AA or AS (2-year degree),No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FS_7ql2646FKDrSYOb,0.800000012,1999,,Yes,36801,White,No,Male,"$0-20,000",High school graduate/GED,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_71FLVA9CrN236rU,0.899999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FS_60qNv3kgAuwWlEu,0.899999976,2005,,Yes,36584,White,No,Female,"$90,001-100,000",High school graduate/GED,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_6YrKXjFZDJTrLlc,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_7owqeZtU3dl9QPL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,FS_54iUhFsvYZdapk7,1,1947,,Yes,36401,White,No,Male,"$70,001-80,000",Some College/AA or AS (2-year degree),No,No,No,,No,<1 year,Land/Wildlife Management,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FS_1CVvhxPEK0DmRNb,1,2005,,Yes,36870,White,No,Female,"$60,001-70,000",High school graduate/GED,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_1ESEM9FpUfwQF5z,0.899999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_1MRxF0eYWDB1ISo,0.899999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_3CgvETBEcXjJDGV,0.899999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_3Eyjkgfkbv5di1r,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_1i9AzCTvgVBMDjr,0.899999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,FS_3eM2wiAyepiak55,1,1967,,Yes,35035,White,No,Male,"$100,001+",Graduate or Professional School,No,No,No,,No,<1 year,Other,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_3EA3jPftKU7t9sd,0.899999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_73ICtubzDas1iHn,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FS_3IPDFfMp0CorBqW,0.899999976,2005,,Yes,35124,White,No,Female,"$90,001-100,000",High school graduate/GED,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FS_6MekTtBAY88kGFb,0.800000012,1960,,Yes,35748,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_7UjysyrLWrHW2gp,0.800000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,FS_5dsC4UID4iZcMf4,0.899999976,2004,,Yes,36801,White,Yes,Male,"$100,001+",High school graduate/GED,No,No,No,,No,1-5 years,Research,Academic/Research Institution,Never,0,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FS_1gNP0igQMHaG7jl,1,2005,,Yes,35758,White,No,Female,"$100,001+",High school graduate/GED,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_5eS0KBu5GN9I4jP,0.899999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,FS_51mUWsGiqih3Cnv,0.899999976,1999,,Yes,35019,White,No,Male,"$0-20,000",Some College/AA or AS (2-year degree),No,No,No,,No,<1 year,Land/Wildlife Management,Academic/Research Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
