COMPLETE,ID,QSCORE,DOB,AGE,RESIDENT,ZIPCODE,RACE,ETHNICITY,GENDER,INCOME,EDUCATION,DEGREE,TWS,COURSE,COURSETIME,SELFTITLE,BIOTIME,ACTIVITY,AFFILIATE,CONTACT,FIELD,COLLECT,HANDLE,STATE,PPE,PPETIME,COUNTIES,LICENSE,PIGS,BRUCE,CWD,FLUAL,FLU,COVID,COVIDSPILL,RABIESAL,RABIES,TURKEY,CWDAL,BATS,PPEREQ,EHD,DARWIN,POPRED,POPPLAN,SURVEY,VACCINE,PREVAL,DIVERSE,CONSEQ,CLIMATE,EDREQ,INFO,HANDSON,ACCESS,SOURCE,INTEREST,FREEINFO,TOPICS,QSNCS
100,R_1f7RnaFedqV4XKi,0.800000012,1995,29,Yes,36840,White,No,Male,"$20,001-30,000",Graduate or Professional School,Yes,No,No,,Yes,1-5 years,Research,Academic/Research Institution,Monthly,30,Yes,No,,No,,Tallapoosa,Yes,TRUE,FALSE,FALSE,I don't know,FALSE,TRUE,TRUE,I don't know,Bites,Incinerate,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,No,"State and Federal Agencies,Academic Publications",Yes,"One day, in-person conference,One day, virtual conference","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne,CWD,SarsCoV2,One Health",
100,R_5woeMehkzVMZ0L4,0.800000012,2000,24,Yes,36830,White,No,Female,"$0-20,000",Graduate or Professional School,Yes,No,No,,Yes,1-5 years,Research,Academic/Research Institution,Rarely,20,No,No,,,,"Baldwin,Mobile",Yes,TRUE,I don't know,FALSE,I don't know,I don't know,I don't know,I don't know,I don't know,Bites,Field dress and consumption,Agree,Agree,Neutral,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,No,"State and Federal Agencies,Academic Publications,News Sources,Conferences",Yes,"One day, in-person conference","CWD,One Health",
100,R_50e26bjQvFqsB4G,0.899999976,1987,37,Yes,36732,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,Yes,>10 years,Yes,5-10 years,Land/Wildlife Management,Private Industry,Monthly,50,No,No,,,,"Greene,Perry,Sumter",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,I don't know,TRUE,Bites,Ignore,Strongly Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Disagree,Disagree,Yes,"State and Federal Agencies,Academic Publications,Social Media,Conferences",Yes,"One day, in-person conference","Rabies,Influenza,CWD,SarsCoV2",
100,R_64Jh9SE3kWOi2Dn,0.899999976,1995,29,Yes,36830,Other,Yes,Female,"$20,001-30,000",Graduate or Professional School,Yes,No,No,,Yes,5-10 years,Research,Academic/Research Institution,Weekly,30,Yes,Yes,Alive - Sedated,No,,Tallapoosa,Yes,TRUE,FALSE,FALSE,I don't know,FALSE,FALSE,I don't know,I don't know,Bites,Ignore,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Disagree,Agree,Agree,Agree,Agree,Yes,"State and Federal Agencies,Academic Publications,Conferences",Yes,"One day, in-person conference ","Rabies,Influenza,Leptospirosis,Vector borne,CWD,SarsCoV2",two or three days in person
100,R_1Uj3ybWqGuK5bbP,0.800000012,1987,37,Yes,35016,White,No,Male,"$90,001-100,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,10-20 years,Land/Wildlife Management,Federal Government,Daily,60,Yes,Yes,Dead,Yes,Always (100%),"Baldwin,Blount,Cullman,DeKalb,Etowah,Jackson,Jefferson,Limestone,Madison,Marshall,Morgan,Saint Clair,Tuscaloosa",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,I don't know,TRUE,Bites,Ignore,Strongly Disagree,Neutral,Agree,Strongly Disagree,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Yes,"State and Federal Agencies,Academic Publications,Conferences",Yes,"One day, in-person conference","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne,CWD",
100,R_15blYV6wxynsLC1,0.899999976,1985,39,Yes,36804,White,No,Male,"$100,001+",Graduate or Professional School,Yes,Yes,No,,Yes,10-20 years,Research,Academic/Research Institution,Rarely,10,No,Yes,Dead,Yes,Sometimes (25%-75%),"Barbour,Bullock,Chambers,Covington,Dallas,Hale,Lee",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Bites,Incinerate,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Agree,Agree,Disagree,Yes,"Academic Publications,News Sources",Yes,"One day, virtual conference",Vector borne,
100,R_2GCjdqVqJNFOoJr,0.899999976,1998,26,Yes,35565,White,No,Male,"$50,001-60,000",College Graduate/BA or BS (4-year degree),No,No,Yes,<5 years,No,<1 year,Land/Wildlife Management,Private Industry,Daily,70,No,No,,,,"Franklin,Lawrence,Marion,Walker,Winston",Yes,TRUE,I don't know,FALSE,TRUE,FALSE,TRUE,I don't know,I don't know,Bites,Place in a dumpster,Disagree,Agree,Neutral,Strongly Disagree,Disagree,Neutral,Neutral,Strongly Agree,Disagree,Agree,Agree,Neutral,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Yes,Academic Publications,No,"One day, virtual conference",CWD,
100,R_7JLqT2RlBR4FhS9,1,1967,57,Yes,36532,White,No,Male,"$100,001+",Graduate or Professional School,Yes,No,No,,Yes,>20 years,Administration,Federal Government,Daily,20,Yes,No,,Yes,Usually (>75%),"Baldwin,Bibb,Cleburne,Conecuh,Escambia,Jackson,Lauderdale,Limestone",Yes,TRUE,I don't know,TRUE,TRUE,I don't know,I don't know,TRUE,TRUE,Bites,Bury,Agree,Agree,Agree,Neutral,Neutral,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Agree,Neutral,Disagree,Strongly Agree,Disagree,Disagree,No,"State and Federal Agencies,Academic Publications",Yes,"One day, virtual conference","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne,CWD,SarsCoV2,One Health",
100,R_1mQeank6q7nDkCB,0.899999976,1957,67,Yes,35603,I prefer not to answer,I prefer not to answer,Male,"$100,001+",Graduate or Professional School,Yes,Yes,No,,Yes,>20 years,Administration,Federal Government,Rarely,10,No,No,,,,,Yes,TRUE,TRUE,FALSE,TRUE,FALSE,I don't know,I don't know,TRUE,Bites,Incinerate,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Strongly Disagree,Neutral,Agree,Agree,Yes,"State and Federal Agencies,Academic Publications",Yes,"One day, virtual conference",CWD,
100,R_5qc0ZeUKIB5WKkh,0.899999976,1971,53,Yes,35503,White,No,Male,"$100,001+",Did not graduate high school/no GED,No,No,No,,No,<1 year,Land/Wildlife Management,Private Industry,Monthly,10,No,No,,,,Walker,Yes,I don't know,FALSE,FALSE,I don't know,FALSE,TRUE,I don't know,TRUE,I don't know,Field dress and consumption,Neutral,Disagree,Neutral,Neutral,Agree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Agree,Neutral,Yes,"State and Federal Agencies,Social Media",Unsure,"Year-long, once a month, virtual conference",CWD,
100,R_2r7q83LSdX6JMc1,0.899999976,1984,40,Yes,35555,White,No,Male,"$90,001-100,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,>10 years,Yes,10-20 years,Land/Wildlife Management,Private Industry,Weekly,90,No,No,,Yes,Usually (>75%),"Bibb,Colbert,Cullman,Fayette,Franklin,Greene,Jefferson,Lamar,Lawrence,Limestone,Marion,Pickens,Shelby,Sumter,Tuscaloosa,Walker,Winston",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Bites,Bury,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Neutral,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Academic Publications,Yes,"One day, in-person conference","Rabies,Influenza,Vector borne,CWD,SarsCoV2",
100,R_2pY7OU46Jg2FSRm,1,1976,48,Yes,36092,White,No,Male,"$100,001+",Graduate or Professional School,Yes,No,No,,No,5-10 years,Land/Wildlife Management,State/Provincial Government,Monthly,50,Yes,Yes,Dead,Yes,Always (100%),"Autauga,Butler,Elmore,Fayette,Lauderdale,Montgomery",Yes,TRUE,I don't know,FALSE,TRUE,FALSE,I don't know,I don't know,TRUE,Bites,I don't know,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,No,"State and Federal Agencies,Social Media,News Sources,Conferences",Unsure,"One day, virtual conference","Rabies,CWD",
100,R_3YtEcbqy7vf3JS1,0.899999976,1963,61,Yes,35811,White,No,Male,"$90,001-100,000",High school graduate/GED,No,No,No,,No,<1 year,Land/Wildlife Management,Private Industry,Daily,40,No,No,,,,Jackson,Yes,TRUE,TRUE,FALSE,I don't know,I don't know,I don't know,I don't know,TRUE,Feces,Ignore,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Yes,"Social Media,News Sources",Yes,"One day, virtual conference ","Rabies,One Health",Asynchronous Course. Over all the health of animals is important.  Providing supplements and info of what to do and not to do to the public is very important. 
100,R_1qfwrMGnJM27O61,1,2001,23,Yes,35043,Black or African American,No,Female,"$0-20,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,<5 years,Yes,<1 year,Consulting,Federal Government,Rarely,10,No,No,,Yes,Always (100%),,Yes,TRUE,I don't know,TRUE,TRUE,I don't know,I don't know,I don't know,TRUE,Bites,I don't know,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Neutral,Neutral,Agree,Agree,Disagree,Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Yes,"State and Federal Agencies,Academic Publications",Yes,"One day, in-person conference,One day, virtual conference,Year-long, once a month, virtual conference","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne,CWD,SarsCoV2,One Health",
100,R_2qgF0GjwNPxahkF,0.899999976,1991,33,Yes,35475,White,No,Male,"$100,001+",Some College/AA or AS (2-year degree),No,No,No,,No,<1 year,Land/Wildlife Management,Private Industry,Rarely,20,No,No,,,,"Greene,Hale,Marengo,Tuscaloosa",Yes,I don't know,I don't know,FALSE,I don't know,FALSE,I don't know,I don't know,TRUE,Bites,I don't know,Neutral,Agree,Strongly Agree,Neutral,Agree,Disagree,Neutral,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Agree,Neutral,No,I have not looked for health information,Yes,"Year-long, once a month, virtual conference","Rabies,Influenza,CWD",
100,R_5mxRuKUOMKyQZb3,0.899999976,2000,24,Yes,36832,White,No,Female,"$20,001-30,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,No,<1 year,Research,Academic/Research Institution,Weekly,40,Yes,Yes,Dead,Yes,Always (100%),"Dallas,Greene,Hale,Marengo,Perry",Yes,TRUE,I don't know,FALSE,TRUE,FALSE,I don't know,I don't know,TRUE,Bites,Ignore,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Agree,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,No,"State and Federal Agencies,Academic Publications,Social Media",Yes,"Year-long, once a month, virtual conference","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne,CWD,One Health ",
100,R_5etxkBW7hsVMgux,1,1962,62,Yes,36027,White,No,Male,"$100,001+",Graduate or Professional School,Yes,No,Yes,>10 years,Yes,>20 years,Land/Wildlife Management,Federal Government,Monthly,20,No,No,,,,Barbour,Yes,TRUE,FALSE,FALSE,TRUE,FALSE,I don't know,FALSE,TRUE,Bites,Ignore,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Neutral,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Yes,State and Federal Agencies,Yes,"One day, virtual conference","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne,SarsCoV2",
100,R_8ruCexoItVrrpgc,0.899999976,1971,53,Yes,35603,I prefer not to answer,I prefer not to answer,I prefer not to answer,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,No,,No,<1 year,Administration,Federal Government,Rarely,10,No,No,,,,"Colbert,Lauderdale,Morgan",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Bites,Incinerate,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Yes,"State and Federal Agencies,Academic Publications,I have not looked for health information",Yes,"One day, in-person conference,One day, virtual conference,Year-long, once a month, virtual conference","Vector borne,CWD,SarsCoV2 ",
100,R_3z5OikvnS39nRG9,1,1999,25,Yes,36830,White,No,Female,"$100,001+",Graduate or Professional School,Yes,No,Yes,<5 years,Yes,<1 year,Research,Academic/Research Institution,Monthly,50,Yes,Yes,Dead,Yes,Usually (>75%),"Lee,Mobile",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Bites,I don't know,Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Yes,"State and Federal Agencies,Academic Publications,Conferences",Yes,"One day, in-person conference,One day, virtual conference,Year-long, once a month, virtual conference","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne,CWD,SarsCoV2,One Health",
100,R_7LONTWAVRb3079Y,1,1999,25,Yes,36830,Other,Yes,Male,"$0-20,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,1-5 years,Research,Academic/Research Institution,Weekly,50,Yes,No,,Yes,Usually (>75%),"Bullock,Dale,Geneva,Henry,Lee,Russell",Yes,TRUE,FALSE,FALSE,I don't know,FALSE,TRUE,FALSE,FALSE,Bites,I don't know,Disagree,Neutral,Strongly Disagree,Agree,Strongly Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Yes,"State and Federal Agencies,Academic Publications",Yes,"One day, in-person conference","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne,CWD,SarsCoV2,One Health",
100,R_1CJXsOiDy2gHtdc,1,1980,44,Yes,35967,White,No,Male,"$100,001+",Graduate or Professional School,Yes,No,No,,Yes,<1 year,Land/Wildlife Management,Private Industry,Weekly,30,No,No,,No,,"Cherokee,DeKalb,Jackson",Yes,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Bites,I don't know,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Neutral,Agree,Disagree,Strongly Disagree,Agree,Agree,Disagree,No,State and Federal Agencies,Yes,"One day, virtual conference",CWD,
100,R_7WSZBSZQFPnYKdj,1,1995,29,Yes,35453,White,No,Female,"$20,001-30,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,5-10 years,Yes,5-10 years,Land/Wildlife Management,State/Provincial Government,Weekly,80,No,No,,Yes,Usually (>75%),"Hale,Tuscaloosa",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Bites,Bury,Agree,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Agree,Neutral,Disagree,Disagree,Neutral,Agree,Strongly Agree,Disagree,Disagree,Yes,"State and Federal Agencies,Academic Publications",Yes,"One day, in-person conference,One day, virtual conference","Rabies,Leptospirosis,Vector borne",
100,R_5vUOqdqZTjixIsh,0.800000012,1961,63,Yes,36013,White,No,Male,"$90,001-100,000",Graduate or Professional School,Yes,Yes,Yes,>10 years,Yes,>20 years,Consulting,Private Industry,Daily,80,No,No,,,,"Autauga,Barbour,Bullock,Coosa,Crenshaw,Dallas,Elmore,Lowndes,Macon,Montgomery,Talladega,Wilcox",Yes,TRUE,I don't know,FALSE,TRUE,FALSE,TRUE,I don't know,TRUE,Bites,I don't know,Agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Yes,"State and Federal Agencies,Academic Publications,Conferences",Yes,"One day, virtual conference","Rabies,Influenza,Leptospirosis,Vector borne,CWD",
100,R_20Z5wSS1zdB0p5N,0.699999988,1985,39,Yes,35115,White,No,Male,"$80,001-90,000",Some College/AA or AS (2-year degree),No,No,No,,No,<1 year,Other,Other,Daily,80,No,No,,Yes,Always (100%),"Bibb,Shelby",Yes,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Bites,Incinerate,Disagree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Agree,Strongly Agree,Agree,No,"Academic Publications,Conferences",Yes,"One day, in-person conference",Other,All diseases
100,R_7QrdwJcIgsVbD38,0.699999988,1998,26,Yes,36832,White,No,Male,"$0-20,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,<5 years,Yes,1-5 years,Research,Academic/Research Institution,Monthly,50,Yes,Yes,Dead,Yes,Always (100%),"Hale,Lee",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,I don't know,Bites,Incinerate,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,No,"Academic Publications,Conferences",Yes,"One day, in-person conference,One day, virtual conference","Rabies,Influenza,Vector borne,CWD",
100,R_5copT9PFYDi6zKg,0.800000012,1989,35,Yes,36330,White,No,Male,"$90,001-100,000",Graduate or Professional School,Yes,No,Yes,<5 years,Yes,1-5 years,Land/Wildlife Management,Federal Government,Daily,90,Yes,Yes,Dead,Yes,Always (100%),"Coffee,Covington,Dale,Geneva",No,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,I don't know,TRUE,Bites,I don't know,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Yes,"State and Federal Agencies,Academic Publications,Conferences",Yes,"Year-long, once a month, virtual conference","Influenza,CWD","Due to nation-wide changing population dynamics causing increase contact with wildlife, the sociological landscape decreasing people’s knowledge of wildlife, and increased impact of diseases on populations and livestock; knowledge of wildlife diseases among biologist will be critical in the future. "
100,R_75qNfeFvrm9B1PX,0.899999976,1991,33,Yes,36526,White,No,Female,"$100,001+",Graduate or Professional School,Yes,No,Yes,>10 years,Yes,5-10 years,Land/Wildlife Management,Federal Government,Weekly,30,No,No,,Yes,Always (100%),"Baldwin,Bibb,Choctaw,Cullman,Franklin,Lawrence,Mobile,Washington",No,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Bites,Incinerate,Agree,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Yes,State and Federal Agencies,Yes,"One day, virtual conference","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne,CWD,SarsCoV2,One Health",
